country,date,tests_cumulative
UnitedKingdom,2021-07-28,238701666
UnitedKingdom,2021-07-29,239643446
UnitedKingdom,2021-07-30,240526190
UnitedKingdom,2021-07-31,241235058
UnitedKingdom,2021-08-01,241936999
UnitedKingdom,2021-08-02,242719384
UnitedKingdom,2021-08-03,243512311
UnitedKingdom,2021-08-04,244394007
UnitedKingdom,2021-08-05,245276434
UnitedKingdom,2021-08-06,246112404
UnitedKingdom,2021-08-07,246803082
UnitedKingdom,2021-08-08,247521377
UnitedKingdom,2021-08-09,248298687
UnitedKingdom,2021-08-10,249087555
UnitedKingdom,2021-08-11,249964919
UnitedKingdom,2021-08-12,250851931
UnitedKingdom,2021-08-13,251724712
UnitedKingdom,2021-08-14,252380522
UnitedKingdom,2021-08-15,253054999
UnitedKingdom,2021-08-16,253802828
UnitedKingdom,2021-08-17,254569340
UnitedKingdom,2021-08-18,255431404
UnitedKingdom,2021-08-19,256319014
UnitedKingdom,2021-08-20,257118343
UnitedKingdom,2021-08-21,257779268
UnitedKingdom,2021-08-22,258485673
UnitedKingdom,2021-08-23,259275279
UnitedKingdom,2021-08-24,260063891
UnitedKingdom,2021-08-25,261026327
UnitedKingdom,2021-08-26,262049293
UnitedKingdom,2021-08-27,262982735
UnitedKingdom,2021-08-28,263736702
UnitedKingdom,2021-08-29,264472318
UnitedKingdom,2021-08-30,265189052
UnitedKingdom,2021-08-31,266162196
UnitedKingdom,2021-09-01,267252232
UnitedKingdom,2021-09-02,268541805
UnitedKingdom,2021-09-03,269834674
UnitedKingdom,2021-09-04,270654568
UnitedKingdom,2021-09-05,271747668
UnitedKingdom,2021-09-06,273230674
UnitedKingdom,2021-09-07,274558295
UnitedKingdom,2021-09-08,275970459
UnitedKingdom,2021-09-09,277383762
UnitedKingdom,2021-09-10,278591406
UnitedKingdom,2021-09-11,279408899
UnitedKingdom,2021-09-12,280534263
UnitedKingdom,2021-09-13,281728876
UnitedKingdom,2021-09-14,282708430
UnitedKingdom,2021-09-15,283870931
UnitedKingdom,2021-09-16,285065468
UnitedKingdom,2021-09-17,286058549
UnitedKingdom,2021-09-18,286805662
UnitedKingdom,2021-09-19,287966048
UnitedKingdom,2021-09-20,289115860
UnitedKingdom,2021-09-21,290096084
UnitedKingdom,2021-09-22,291110295
UnitedKingdom,2021-09-23,292396192
UnitedKingdom,2021-09-24,293376157
UnitedKingdom,2021-09-25,294196053
UnitedKingdom,2021-09-26,295357403
UnitedKingdom,2021-09-27,296464954
UnitedKingdom,2021-09-28,297395190
UnitedKingdom,2021-09-29,298567045
