country,tests_cumulative,new_tests,tests_cumulative_corrected,new_tests_corrected,date,source,status,url
Afghanistan,NA,0,NA,NA,2021-05-09,manually,pdf,https://www.humanitarianresponse.info/en/operations/afghanistan/health/documents/table
Bangladesh,NA,0,NA,NA,2021-05-09,manually,automated,https://corona.gov.bd/
Barbados,NA,0,NA,NA,2021-05-09,manually,automated,https://gisbarbados.gov.bb/blog/covid-19-situation-dashboard-january-05-2021/
Bhutan,727281,NA,NA,NA,2021-05-09,manually,image,https://www.facebook.com/MoHBhutan/
Bolivia,1246347,NA,NA,NA,2021-05-09,manually,image,https://www.minsalud.gob.bo/5541-reporte-epidemiologico-1-063-casos-positivos-de-covid-19-3-657-pruebas-negativas-y-998-818-dosis-de-la-vacuna-contra-el-virus-fueron-aplicadas-hasta-la-fecha
Brazil,NA,0,NA,NA,2021-05-09,manually,automated,https://viz.saude.gov.br/extensions/DEMAS_C19Insumos_TESTES/DEMAS_C19Insumos_TESTES.html
Brunei,122466,NA,NA,NA,2021-05-09,manually,automated,http://www.moh.gov.bn/Lists/Latest%20news/NewDispForm.aspx?ID=873&Source=http%3A%2F%2Fwww%2Emoh%2Egov%2Ebn%2FLists%2FLatest%2520news%2FAllItems%2Easpx&ContentTypeId=0x0104009A3003A09F8D6E42981D262E322516A2
Cambodia,NA,0,NA,NA,2021-05-09,manually,automated,http://cdcmoh.gov.kh/
China,NA,0,NA,NA,2021-05-09,manually,without_information,NA
Colombia,15436162,NA,NA,NA,2021-05-09,manually,json,https://twitter.com/MinSaludCol
CostaRica,NA,0,NA,NA,2021-05-09,manually,csv,http://geovision.uned.ac.cr/oges/index.html
Croatia,NA,0,NA,NA,2021-05-09,manually,automated,https://www.koronavirus.hr/najnovije/ukupno-dosad-382-zarazene-osobe-u-hrvatskoj/35
Cuba,3837345,NA,NA,NA,2021-05-09,manually,not_yet_automated,http://www.cubadebate.cu/?s=Cuba+reporta
Cyprus,NA,0,NA,NA,2021-05-09,manually,not_yet_automated_daily,https://covid19.ucy.ac.cy/
Denmark,NA,0,NA,NA,2021-05-09,manually,automated,https://www.sst.dk/en/english/corona-eng/status-of-the-epidemic/covid-19-updates-statistics-and-charts
Dominica,NA,0,NA,NA,2021-05-09,manually,image,https://www.facebook.com/SupportRooseveltSkerrit/photos
DominicanRepublic,NA,0,NA,NA,2021-05-09,manually,pdf,https://www.msp.gob.do/web/?page_id=6948#1586785071781-f0e8c057-f5f4
ElSalvador,NA,0,NA,NA,2021-05-09,manually,automated,https://covid19.gob.sv/
Ethiopia,2615290,-194607,2615290,10914,2021-05-09,manually,automated,https://africacdc.org/covid-19/
FrenchPolynesia,NA,0,NA,NA,2021-05-09,manually,without_information,https://www.presidence.pf/?s=Coronavirus+COVID-19+le+point+sur+la+situation
Georgia,2451418,NA,NA,NA,2021-05-09,manually,not_yet_automated_daily,https://stopcov.ge/en/
Germany,NA,0,NA,NA,2021-05-09,manually,xslx,https://www.rki.de/DE/Content/InfAZ/N/Neuartiges_Coronavirus/Situationsberichte/Okt_2020/Archiv_Oktober.html
Greenland,NA,0,NA,NA,2021-05-09,manually,automated,https://nun.gl/emner/borgere/coronavirus_emne/foelg_smittespredningen?sc_lang=da
Grenada,NA,0,NA,NA,2021-05-09,manually,facebook,https://web.facebook.com/HealthGrenada/photos/a.570448523487244/952200915312001
Guyana,NA,0,NA,NA,2021-05-09,manually,image,https://www.health.gov.gy/index.php/component/k2/item/354-guyana-covid-19-dashboard
Honduras,NA,0,NA,NA,2021-05-09,manually,image,http://www.desastres.hn/COVID-19/COVID-19.png
HongKong,NA,0,NA,NA,2021-05-09,manually,pdf,https://www.chp.gov.hk/files/pdf/statistics_on_covid_19_testing.pdf
Indonesia,NA,0,NA,NA,2021-05-09,manually,automated,https://twitter.com/bnpb_indonesia?lang=en
Iran,17069126,NA,NA,NA,2021-05-09,manually,automated,http://irangov.ir/search?key=Health%20Ministry&title=1
Iraq,9673212,NA,NA,NA,2021-05-09,manually,image,https://www.facebook.com/MOH.GOV.IQ
Israel,NA,0,NA,NA,2021-05-09,manually,not_yet_automated_daily,https://datadashboard.health.gov.il/COVID-19/general
Jamaica,345463,NA,NA,NA,2021-05-09,manually,automated,https://www.moh.gov.jm/?s=COVID-19+Clinical+Management+Summary
Japan,NA,0,NA,NA,2021-05-09,manually,automated,https://www.mhlw.go.jp/stf/houdou/houdou_list_202007.html
Jordan,NA,0,NA,NA,2021-05-09,manually,automated,https://corona.moh.gov.jo/en
Kazakhstan,NA,0,NA,NA,2021-05-09,manually,special_dashboard,https://hls.kz/
Kosovo,554182,NA,NA,NA,2021-05-09,manually,facebook,https://www.facebook.com/IKSHPK
Kuwait,2403736,NA,NA,NA,2021-05-09,manually,twitter,https://twitter.com/KUWAIT_MOH
Kyrgyzstan,NA,0,NA,NA,2021-05-09,manually,image,https://www.instagram.com/daryger_sunushu/
Latvia,2353909,NA,NA,NA,2021-05-09,manually,automated,https://spkc.maps.arcgis.com/apps/opsdashboard/index.html#/4469c1fb01ed43cea6f20743ee7d5939
Lithuania,3066452,NA,NA,NA,2021-05-09,manually,automated,https://osp.stat.gov.lt/praejusios-paros-covid-19-statistika
Luxembourg,2729113,NA,NA,NA,2021-05-09,manually,not_yet_automated_daily,https://msan.gouvernement.lu/fr/graphiques-evolution.html
Malaysia,NA,0,NA,NA,2021-05-09,manually,facebook,https://www.facebook.com/kementeriankesihatanmalaysia/photos/10157490776386237
Maldives,NA,0,NA,NA,2021-05-09,manually,twitter,https://twitter.com/HPA_MV/status/1348675860627419136
Moldova,1026588,NA,NA,NA,2021-05-09,manually,not_yet_automated_daily,https://msmps.gov.md/?s=cazuri+de+COVID-19
Montenegro,NA,0,NA,NA,2021-05-09,manually,without_information,https://www.ijzcg.me/me/coronainfocg
Myanmar,NA,0,NA,NA,2021-05-09,manually,automated,https://mohs.gov.mm/Main/content/publication/2019-ncov
