country,tests_cumulative,new_tests,tests_cumulative_corrected,new_tests_corrected,date,source,status,url
Afghanistan,NA,0,NA,NA,2021-07-02,manually,pdf,http://covid.moph-dw.org/#/
Barbados,187178,0,NA,NA,2021-07-02,manually,automated,https://gisbarbados.gov.bb/blog/covid-19-situation-dashboard-january-05-2021/
Benin,640586,0,604310,0,2021-07-02,manually,automated,https://africacdc.org/covid-19/
Bhutan,NA,0,NA,NA,2021-07-02,manually,image,https://www.facebook.com/MoHBhutan/
Bolivia,1857260,0,NA,NA,2021-07-02,manually,image,https://www.minsalud.gob.bo/
Brazil,NA,0,NA,NA,2021-07-02,manually,automated,https://viz.saude.gov.br/extensions/DEMAS_C19Insumos_TESTES/DEMAS_C19Insumos_TESTES.html
Brunei,141754,0,NA,NA,2021-07-02,manually,automated,www.moh.gov.bn/Lists/Latest%20news/NewDispForm.aspx?ID=504&Source=http%3A%2F%2Fwww%2Emoh%2Egov%2Ebn%2FLists%2FLatest%2520news%2FAllItems%2Easpx&ContentTypeId=0x0104009A3003A09F8D6E42981D262E322516A2
Cambodia,1371584,0,NA,NA,2021-07-02,manually,automated,http://cdcmoh.gov.kh/
Chile,17083740,0,NA,NA,2021-07-02,manually,automated,https://www.gob.cl/coronavirus/cifrasoficiales/
China,NA,0,NA,NA,2021-07-02,manually,without_information,NA
Colombia,NA,0,NA,NA,2021-07-02,manually,json,https://twitter.com/MinSaludCol
Croatia,2157376,0,NA,NA,2021-07-02,manually,automated,https://www.koronavirus.hr/najnovije/ukupno-dosad-382-zarazene-osobe-u-hrvatskoj/35
Cuba,NA,0,NA,NA,2021-07-02,manually,not_yet_automated,http://www.cubadebate.cu/?s=Cuba+reporta
Cyprus,8297512,0,NA,NA,2021-07-02,manually,not_yet_automated_daily,https://www.data.gov.cy/dataset/________-__________-____¹____-___-_____-covid-19-____-__¹__
Denmark,69269798,0,NA,NA,2021-07-02,manually,automated,https://www.sst.dk/en/english/corona-eng/status-of-the-epidemic/covid-19-updates-statistics-and-charts
Dominica,NA,0,NA,NA,2021-07-02,manually,image,https://www.facebook.com/SupportRooseveltSkerrit/photos
DominicanRepublic,1730180,0,NA,NA,2021-07-02,manually,pdf,https://www.msp.gob.do/web/?page_id=6948#1586785071781-f0e8c057-f5f4
ElSalvador,NA,0,NA,NA,2021-07-02,manually,automated,https://covid19.gob.sv/
FrenchPolynesia,NA,0,NA,NA,2021-07-02,manually,without_information,https://www.presidence.pf/?s=Coronavirus+COVID-19+le+point+sur+la+situation
Georgia,NA,0,NA,NA,2021-07-02,manually,not_yet_automated_daily,https://stopcov.ge/en/
