country,date,tests_cumulative,tests_cumulative_corrected,new_tests_corrected,pcr_tests_cum,rapid_test_cum,pcr_test_new,rapid_test_new,pcr_tests_cum_corrected,rapid_test_cum_corrected,pcr_test_new_corrected,rapid_test_new_corrected,all_pcr_test_cum,all_rapid_test_cum,all_new_tests,all_pcr_test_new,all_rapid_test_new,source,percentage_rapid_daily
Spain,2021-08-18,55279359,55279359,151002,38828914,15064085,0,0,39167157,15252246,98614,52388,39167157,15252246,128195,82902,45293,https://www.sanidad.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/pruebasRealizadas.htm,0.3469347567288557
Spain,2021-08-19,55422286,55422286,142927,38828914,15064085,0,0,39260498,15301832,93341,49586,39260498,15301832,125967,81720,44247,https://www.sanidad.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/pruebasRealizadas.htm,0.3469347567288557
Spain,2021-08-20,55562488,55562488,140202,38828914,15064085,0,0,39352059,15350473,91561,48641,39352059,15350473,123941,80664,43278,https://www.sanidad.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/pruebasRealizadas.htm,0.3469347567288557
Spain,2021-08-21,55647891,55647891,85403,38828914,15064085,0,0,39407833,15380102,55774,29629,39407833,15380102,122348,79789,42558,https://www.sanidad.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/pruebasRealizadas.htm,0.3469347567288557
Spain,2021-08-22,55703840,55703840,55949,38828914,15064085,0,0,39444371,15399513,36538,19411,39444371,15399513,121098,79085,42013,https://www.sanidad.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/pruebasRealizadas.htm,0.3469347567288557
Spain,2021-08-23,55839343,55839343,135503,39358008,15361102,529094,297017,39531156,15448231,86785,48718,39531156,15448231,122788,79945,42843,https://www.sanidad.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/pruebasRealizadas.htm,0.3595364303344224
Spain,2021-08-24,55977070,55977070,137727,39358008,15361102,0,0,39619365,15497749,88209,49518,39619365,15497749,121245,78689,42556,https://www.sanidad.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/pruebasRealizadas.htm,0.3595364303344224
Spain,2021-08-25,56114971,56114971,137901,39358008,15361102,0,0,39707686,15547329,88321,49580,39707686,15547329,119373,77218,42155,https://www.sanidad.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/pruebasRealizadas.htm,0.3595364303344224
Spain,2021-08-26,56240831,56240831,125860,39358008,15361102,0,0,39788295,15592580,80609,45251,39788295,15592580,116935,75400,41535,https://www.sanidad.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/pruebasRealizadas.htm,0.3595364303344224
Spain,2021-08-27,56366453,56366453,125622,39358008,15361102,0,0,39868751,15637746,80456,45166,39868751,15637746,114852,73813,41039,https://www.sanidad.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/pruebasRealizadas.htm,0.3595364303344224
Spain,2021-08-28,56443085,56443085,76632,39358008,15361102,0,0,39917831,15665298,49080,27552,39917831,15665298,113599,72857,40742,https://www.sanidad.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/pruebasRealizadas.htm,0.3595364303344224
Spain,2021-08-29,56497329,56497329,54244,39358008,15361102,0,0,39952572,15684801,34741,19503,39952572,15684801,113356,72600,40755,https://www.sanidad.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/pruebasRealizadas.htm,0.3595364303344224
Spain,2021-08-30,56627271,56627271,129942,39840576,15637634,482568,276532,40035178,15732137,82606,47336,40035178,15732137,112561,72003,40558,https://www.sanidad.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/pruebasRealizadas.htm,0.36428928994862336
Spain,2021-08-31,56763605,56763605,136334,39840576,15637634,0,0,40121847,15781802,86669,49665,40121847,15781802,112362,71783,40579,https://www.sanidad.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/pruebasRealizadas.htm,0.36428928994862336
Spain,2021-09-01,56894663,56894663,131058,39840576,15637634,0,0,40205162,15829545,83315,47743,40205162,15829545,111385,71068,40317,https://www.sanidad.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/pruebasRealizadas.htm,0.36428928994862336
Spain,2021-09-02,57009382,57009382,114719,39840576,15637634,0,0,40278090,15871336,72928,41791,40278090,15871336,109793,69971,39822,https://www.sanidad.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/pruebasRealizadas.htm,0.36428928994862336
Spain,2021-09-03,57120631,57120631,111249,39840576,15637634,0,0,40348812,15911863,70722,40527,40348812,15911863,107740,68580,39160,https://www.sanidad.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/pruebasRealizadas.htm,0.36428928994862336
Spain,2021-09-04,57190068,57190068,69437,39840576,15637634,0,0,40392954,15937158,44142,25295,40392954,15937158,106712,67875,38837,https://www.sanidad.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/pruebasRealizadas.htm,0.36428928994862336
Spain,2021-09-05,57237257,57237257,47189,39840576,15637634,0,0,40422953,15954348,29999,17190,40422953,15954348,105704,67197,38507,https://www.sanidad.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/pruebasRealizadas.htm,0.36428928994862336
Spain,2021-09-06,57347545,57347545,110288,40347879,15906952,507303,269318,40494995,15992594,72042,38246,40494995,15992594,102896,65688,37208,https://www.sanidad.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/pruebasRealizadas.htm,0.34678176356292195
Spain,2021-09-07,57462992,57462992,115447,40347879,15906952,0,0,40570407,16032629,75412,40035,40570407,16032629,99912,64080,35832,https://www.sanidad.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/pruebasRealizadas.htm,0.34678176356292195
Spain,2021-09-08,57567351,57567351,104359,40347879,15906952,0,0,40638576,16068819,68169,36190,40638576,16068819,96098,61916,34182,https://www.sanidad.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/pruebasRealizadas.htm,0.34678176356292195
Spain,2021-09-09,57668051,57668051,100700,40347879,15906952,0,0,40704355,16103740,65779,34921,40704355,16103740,94096,60895,33201,https://www.sanidad.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/pruebasRealizadas.htm,0.34678176356292195
Spain,2021-09-10,57767989,57767989,99938,40347879,15906952,0,0,40769636,16138397,65281,34657,40769636,16138397,92480,60118,32362,https://www.sanidad.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/pruebasRealizadas.htm,0.34678176356292195
Spain,2021-09-11,57830708,57830708,62719,40347879,15906952,0,0,40810605,16160147,40969,21750,40810605,16160147,91520,59664,31856,https://www.sanidad.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/pruebasRealizadas.htm,0.34678176356292195
Spain,2021-09-12,57875971,57875971,45263,40347879,15906952,0,0,40840172,16175843,29567,15696,40840172,16175843,91245,59603,31642,https://www.sanidad.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/pruebasRealizadas.htm,0.34678176356292195
Spain,2021-09-13,57986209,57986209,110238,40772029,16117597,424150,210645,40913830,16212423,73658,36580,40913830,16212423,91238,59834,31404,https://www.sanidad.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/pruebasRealizadas.htm,0.3318315361652187
Spain,2021-09-14,58099508,58099508,113299,40772029,16117597,0,0,40989533,16250019,75703,37596,40989533,16250019,90931,59875,31056,https://www.sanidad.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/pruebasRealizadas.htm,0.3318315361652187
Spain,2021-09-15,58210989,58210989,111481,40772029,16117597,0,0,41064021,16287012,74488,36993,41064021,16287012,91948,60778,31170,https://www.sanidad.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/pruebasRealizadas.htm,0.3318315361652187
Spain,2021-09-16,58309341,58309341,98352,40772029,16117597,0,0,41129737,16319648,65716,32636,41129737,16319648,91613,60769,30844,https://www.sanidad.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/pruebasRealizadas.htm,0.3318315361652187
Spain,2021-09-17,58413936,58413936,104595,40772029,16117597,0,0,41199624,16354356,69887,34708,41199624,16354356,92278,61427,30851,https://www.sanidad.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/pruebasRealizadas.htm,0.3318315361652187
Spain,2021-09-18,58474576,58474576,60640,40772029,16117597,0,0,41240142,16374478,40518,20122,41240142,16374478,91981,61362,30619,https://www.sanidad.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/pruebasRealizadas.htm,0.3318315361652187
Spain,2021-09-19,58520732,58520732,46156,40772029,16117597,0,0,41270982,16389794,30840,15316,41270982,16389794,92109,61544,30564,https://www.sanidad.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/pruebasRealizadas.htm,0.3318315361652187
Spain,2021-09-20,58636159,58636159,115427,41220650,16329288,448621,211691,41349404,16426799,78422,37005,41349404,16426799,92850,62225,30625,https://www.sanidad.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/pruebasRealizadas.htm,0.32059238662935097
Spain,2021-09-21,58754124,58754124,117965,41220650,16329288,0,0,41429550,16464618,80146,37819,41429550,16464618,93517,62860,30657,https://www.sanidad.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/pruebasRealizadas.htm,0.32059238662935097
Spain,2021-09-22,58868086,58868086,113962,41220650,16329288,0,0,41506977,16501153,77427,36535,41506977,16501153,93871,63279,30592,https://www.sanidad.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/pruebasRealizadas.htm,0.32059238662935097
Spain,2021-09-23,58971539,58971539,103453,41220650,16329288,0,0,41577264,16534319,70287,33166,41577264,16534319,94600,63932,30667,https://www.sanidad.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/pruebasRealizadas.htm,0.32059238662935097
Spain,2021-09-24,59072506,59072506,100967,41220650,16329288,0,0,41645862,16566688,68598,32369,41645862,16566688,94081,63748,30333,https://www.sanidad.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/pruebasRealizadas.htm,0.32059238662935097
Spain,2021-09-25,59135822,59135822,63316,41220650,16329288,0,0,41688879,16586987,43017,20299,41688879,16586987,94464,64105,30358,https://www.sanidad.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/pruebasRealizadas.htm,0.32059238662935097
Spain,2021-09-26,59184420,59184420,48598,41220650,16329288,0,0,41721897,16602567,33018,15580,41721897,16602567,94813,64416,30396,https://www.sanidad.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/pruebasRealizadas.htm,0.32059238662935097
Spain,2021-09-27,59306960,59306960,122540,41702534,16678831,481884,349543,41792920,16654084,71023,51517,41792920,16654084,95829,63359,32469,https://www.sanidad.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/pruebasRealizadas.htm,0.42041333755098165
Spain,2021-09-28,59430309,59430309,123349,41702534,16678831,0,0,41864411,16705942,71491,51858,41864411,16705942,96598,62123,34475,https://www.sanidad.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/pruebasRealizadas.htm,0.42041333755098165
Spain,2021-09-29,59548408,59548408,118099,41702534,16678831,0,0,41932860,16755592,68449,49650,41932860,16755592,97189,60840,36348,https://www.sanidad.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/pruebasRealizadas.htm,0.42041333755098165
Spain,2021-09-30,59650997,59650997,102589,41702534,16678831,0,0,41992319,16798722,59459,43130,41992319,16798722,97065,59294,37772,https://www.sanidad.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/pruebasRealizadas.htm,0.42041333755098165
Spain,2021-10-01,59751114,59751114,100117,41702534,16678831,0,0,42050345,16840813,58026,42091,42050345,16840813,96944,57783,39161,https://www.sanidad.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/pruebasRealizadas.htm,0.42041333755098165
Spain,2021-10-02,59811176,59811176,60062,41702534,16678831,0,0,42085156,16866064,34811,25251,42085156,16866064,96479,56611,39868,https://www.sanidad.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/pruebasRealizadas.htm,0.42041333755098165
Spain,2021-10-03,59855596,59855596,44420,41702534,16678831,0,0,42110901,16884739,25745,18675,42110901,16884739,95882,55572,40310,https://www.sanidad.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/pruebasRealizadas.htm,0.42041333755098165
Spain,2021-10-04,59966526,59966526,110930,42247856,17066487,545322,387656,42175739,16930831,64838,46092,42175739,16930831,94224,54688,39535,https://www.sanidad.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/pruebasRealizadas.htm,0.41550390255718783
Spain,2021-10-05,60076413,60076413,109887,42247856,17066487,0,0,42239968,16976489,64229,45658,42239968,16976489,92301,53651,38650,https://www.sanidad.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/pruebasRealizadas.htm,0.41550390255718783
Spain,2021-10-06,60182326,60182326,105913,42247856,17066487,0,0,42301874,17020496,61906,44007,42301874,17020496,90560,52716,37843,https://www.sanidad.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/pruebasRealizadas.htm,0.41550390255718783
Spain,2021-10-07,60271530,60271530,89204,42247856,17066487,0,0,42354013,17057561,52139,37065,42354013,17057561,88648,51671,36977,https://www.sanidad.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/pruebasRealizadas.htm,0.41550390255718783
Spain,2021-10-08,60353462,60353462,81932,42247856,17066487,0,0,42401902,17091604,47889,34043,42401902,17091604,86050,50222,35827,https://www.sanidad.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/pruebasRealizadas.htm,0.41550390255718783
Spain,2021-10-09,60398042,60398042,44580,42247856,17066487,0,0,42427959,17110127,26057,18523,42427959,17110127,83838,48972,34866,https://www.sanidad.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/pruebasRealizadas.htm,0.41550390255718783
Spain,2021-10-10,60430000,60430000,31958,42247856,17066487,0,0,42446638,17123406,18679,13279,42446638,17123406,82058,47962,34095,https://www.sanidad.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/pruebasRealizadas.htm,0.41550390255718783
Spain,2021-10-11,60523078,60523078,93078,42676882,17325690,429026,259203,42504661,17158461,58023,35055,42504661,17158461,79507,46989,32519,https://www.sanidad.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/pruebasRealizadas.htm,0.3766231879214622
Spain,2021-10-12,60572494,60572494,49416,42676882,17325690,0,0,42535466,17177072,30805,18611,42535466,17177072,70869,42214,28655,https://www.sanidad.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/pruebasRealizadas.htm,0.3766231879214622
Spain,2021-10-13,60682665,60682665,110171,42676882,17325690,0,0,42604144,17218565,68678,41493,42604144,17218565,71477,43181,28296,https://www.sanidad.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/pruebasRealizadas.htm,0.3766231879214622
Spain,2021-10-14,60782151,60782151,99486,42676882,17325690,0,0,42666161,17256034,62017,37469,42666161,17256034,72946,44593,28353,https://www.sanidad.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/pruebasRealizadas.htm,0.3766231879214622
Spain,2021-10-15,60876905,60876905,94754,42676882,17325690,0,0,42725228,17291721,59067,35687,42725228,17291721,74778,46189,28588,https://www.sanidad.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/pruebasRealizadas.htm,0.3766231879214622
Spain,2021-10-16,60931022,60931022,54117,42676882,17325690,0,0,42758963,17312103,33735,20382,42758963,17312103,76140,47286,28854,https://www.sanidad.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/pruebasRealizadas.htm,0.3766231879214622
Spain,2021-10-17,60969682,60969682,38660,42676882,17325690,0,0,42783063,17326663,24100,14560,42783063,17326663,77097,48061,29037,https://www.sanidad.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/pruebasRealizadas.htm,0.3766231879214622
Spain,2021-10-18,61074479,61074479,104797,42987382,17543260,310500,217570,42844683,17369840,61620,43177,42844683,17369840,78772,48575,30197,https://www.sanidad.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/pruebasRealizadas.htm,0.4120097714318178
Spain,2021-10-19,61180372,61180372,105893,42987382,17543260,0,0,42906947,17413469,62264,43629,42906947,17413469,86840,53069,33771,https://www.sanidad.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/pruebasRealizadas.htm,0.4120097714318178
Spain,2021-10-20,61278797,61278797,98425,42987382,17543260,0,0,42964820,17454021,57873,40552,42964820,17454021,85162,51525,33637,https://www.sanidad.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/pruebasRealizadas.htm,0.4120097714318178
Spain,2021-10-21,61366536,61366536,87739,42987382,17543260,0,0,43016410,17490170,51590,36149,43016410,17490170,83484,50036,33448,https://www.sanidad.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/pruebasRealizadas.htm,0.4120097714318178
Spain,2021-10-22,61456210,61456210,89674,42987382,17543260,0,0,43069137,17527117,52727,36947,43069137,17527117,82758,49130,33628,https://www.sanidad.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/pruebasRealizadas.htm,0.4120097714318178
Spain,2021-10-23,61507756,61507756,51546,42987382,17543260,0,0,43099446,17548354,30309,21237,43099446,17548354,82391,48640,33750,https://www.sanidad.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/pruebasRealizadas.htm,0.4120097714318178
Spain,2021-10-24,61545741,61545741,37985,42987382,17543260,0,0,43121781,17564004,22335,15650,43121781,17564004,82294,48388,33906,https://www.sanidad.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/pruebasRealizadas.htm,0.4120097714318178
Spain,2021-10-25,61647540,61647540,101799,43333416,17780437,346034,237177,43182181,17605403,60400,41399,43182181,17605403,81866,48214,33652,https://www.sanidad.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/pruebasRealizadas.htm,0.4066744282943909
Spain,2021-10-26,61752428,61752428,104888,43333416,17780437,0,0,43244414,17648058,62233,42655,43244414,17648058,81722,48210,33513,https://www.sanidad.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/pruebasRealizadas.htm,0.4066744282943909
Spain,2021-10-27,61853518,61853518,101090,43333416,17780437,0,0,43304393,17689169,59979,41111,43304393,17689169,82103,48510,33593,https://www.sanidad.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/pruebasRealizadas.htm,0.4066744282943909
Spain,2021-10-28,61940587,61940587,87069,43333416,17780437,0,0,43356053,17724578,51660,35409,43356053,17724578,82007,48520,33487,https://www.sanidad.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/pruebasRealizadas.htm,0.4066744282943909
Spain,2021-10-29,62022675,62022675,82088,43333416,17780437,0,0,43404758,17757961,48705,33383,43404758,17757961,80924,47946,32978,https://www.sanidad.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/pruebasRealizadas.htm,0.4066744282943909
Spain,2021-10-30,62070982,62070982,48307,43333416,17780437,0,0,43433420,17777606,28662,19645,43433420,17777606,80461,47711,32750,https://www.sanidad.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/pruebasRealizadas.htm,0.4066744282943909
Spain,2021-10-31,62110272,62110272,39290,43333416,17780437,0,0,43456732,17793584,23312,15978,43456732,17793584,80647,47850,32797,https://www.sanidad.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/pruebasRealizadas.htm,0.4066744282943909
Spain,2021-11-01,62153069,62153069,42797,43333416,17780437,0,0,43482125,17810988,25393,17404,43482125,17810988,72218,42849,29369,https://www.sanidad.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/pruebasRealizadas.htm,0.4066744282943909
Spain,2021-11-02,62257969,62257969,104900,43698032,18029142,364616,248705,43544487,17853526,62362,42538,43544487,17853526,72220,42868,29353,https://www.sanidad.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/pruebasRealizadas.htm,0.40550543679410944
Spain,2021-11-03,62364965,62364965,106996,43698032,18029142,0,0,43608096,17896913,63609,43387,43608096,17896913,73064,43386,29678,https://www.sanidad.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/pruebasRealizadas.htm,0.40550543679410944
Spain,2021-11-04,62460170,62460170,95205,43698032,18029142,0,0,43664695,17935519,56599,38606,43664695,17935519,74226,44092,30134,https://www.sanidad.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/pruebasRealizadas.htm,0.40550543679410944
Spain,2021-11-05,62554510,62554510,94340,43698032,18029142,0,0,43720780,17973774,56085,38255,43720780,17973774,75976,45146,30830,https://www.sanidad.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/pruebasRealizadas.htm,0.40550543679410944
Spain,2021-11-06,62609896,62609896,55386,43698032,18029142,0,0,43753707,17996233,32927,22459,43753707,17996233,76988,45755,31232,https://www.sanidad.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/pruebasRealizadas.htm,0.40550543679410944
Spain,2021-11-07,62650196,62650196,40300,43698032,18029142,0,0,43777665,18012575,23958,16342,43777665,18012575,77132,45848,31284,https://www.sanidad.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/pruebasRealizadas.htm,0.40550543679410944
Spain,2021-11-08,62756390,62756390,106194,43698032,18029142,0,0,43840797,18055637,63132,43062,43840797,18055637,86189,51239,34950,https://www.sanidad.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/pruebasRealizadas.htm,0.40550543679410944
Spain,2021-11-09,62866257,62866257,109867,43698032,18029142,0,0,43906112,18100189,65315,44552,43906112,18100189,86898,51661,35238,https://www.sanidad.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/pruebasRealizadas.htm,0.40550543679410944
Spain,2021-11-10,62980611,62980611,114354,44031458,18236332,333426,207190,43976640,18144015,70528,43826,43976640,18144015,87949,52649,35300,https://www.sanidad.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/pruebasRealizadas.htm,0.38324799857939834
Spain,2021-11-11,63084545,63084545,103934,44031458,18236332,0,0,44040742,18183847,64102,39832,44040742,18183847,89196,53721,35475,https://www.sanidad.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/pruebasRealizadas.htm,0.38324799857939834
Spain,2021-11-12,63189415,63189415,104870,44031458,18236332,0,0,44105421,18224038,64679,40191,44105421,18224038,90701,54949,35752,https://www.sanidad.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/pruebasRealizadas.htm,0.38324799857939834
Spain,2021-11-13,63251862,63251862,62447,44031458,18236332,0,0,44143935,18247971,38514,23933,44143935,18247971,91709,55747,35963,https://www.sanidad.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/pruebasRealizadas.htm,0.38324799857939834
Spain,2021-11-14,63299000,63299000,47138,44031458,18236332,0,0,44173007,18266037,29072,18066,44173007,18266037,92686,56477,36209,https://www.sanidad.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/pruebasRealizadas.htm,0.38324799857939834
Spain,2021-11-15,63420271,63420271,121271,44427888,18558969,396430,322637,44239865,18320450,66858,54413,44239865,18320450,94840,57010,37830,https://www.sanidad.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/pruebasRealizadas.htm,0.4486883697902977
Spain,2021-11-16,63551874,63551874,131603,44427888,18558969,0,0,44312419,18379499,72554,59049,44312419,18379499,97945,58044,39901,https://www.sanidad.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/pruebasRealizadas.htm,0.4486883697902977
Spain,2021-11-17,63680218,63680218,128344,44427888,18558969,0,0,44383177,18437085,70758,57586,44383177,18437085,99944,58077,41867,https://www.sanidad.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/pruebasRealizadas.htm,0.4486883697902977
Spain,2021-11-18,63802707,63802707,122489,44427888,18558969,0,0,44450707,18492044,67530,54959,44450707,18492044,102595,58566,44028,https://www.sanidad.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/pruebasRealizadas.htm,0.4486883697902977
Spain,2021-11-19,63931203,63931203,128496,44427888,18558969,0,0,44521548,18549699,70841,57655,44521548,18549699,105970,59447,46523,https://www.sanidad.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/pruebasRealizadas.htm,0.4486883697902977
Spain,2021-11-20,64006181,64006181,74978,44427888,18558969,0,0,44562884,18583341,41336,33642,44562884,18583341,107760,59850,47910,https://www.sanidad.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/pruebasRealizadas.htm,0.4486883697902977
Spain,2021-11-21,64059992,64059992,53811,44427888,18558969,0,0,44592551,18607485,29667,24144,44592551,18607485,108713,59935,48778,https://www.sanidad.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/pruebasRealizadas.htm,0.4486883697902977
Spain,2021-11-22,64202012,64202012,142020,44427888,18558969,0,0,44670848,18671208,78297,63723,44670848,18671208,111677,61569,50108,https://www.sanidad.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/pruebasRealizadas.htm,0.4486883697902977
Spain,2021-11-23,64354204,64354204,152192,44427888,18558969,0,0,44754753,18739495,83905,68287,44754753,18739495,114619,63191,51428,https://www.sanidad.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/pruebasRealizadas.htm,0.4486883697902977
Spain,2021-11-24,64506929,64506929,152725,44427888,18558969,0,0,44838952,18808021,84199,68526,44838952,18808021,118102,65111,52991,https://www.sanidad.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/pruebasRealizadas.htm,0.4486883697902977
Spain,2021-11-25,64651211,64651211,144282,44427888,18558969,0,0,44918496,18872759,79544,64738,44918496,18872759,121215,66827,54388,https://www.sanidad.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/pruebasRealizadas.htm,0.4486883697902977
Spain,2021-11-26,64801134,64801134,149923,44427888,18558969,0,0,45001150,18940028,82654,67269,45001150,18940028,124276,68515,55761,https://www.sanidad.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/pruebasRealizadas.htm,0.4486883697902977
Spain,2021-11-27,64888605,64888605,87471,44427888,18558969,0,0,45049374,18979275,48224,39247,45049374,18979275,126061,69499,56562,https://www.sanidad.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/pruebasRealizadas.htm,0.4486883697902977
Spain,2021-11-28,64950962,64950962,62357,44427888,18558969,0,0,45083752,19007254,34378,27979,45083752,19007254,127281,70172,57110,https://www.sanidad.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/pruebasRealizadas.htm,0.4486883697902977
Spain,2021-11-29,65108676,65108676,157714,44427888,18558969,0,0,45170702,19078018,86950,70764,45170702,19078018,129523,71408,58116,https://www.sanidad.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/pruebasRealizadas.htm,0.4486883697902977
Spain,2021-11-30,65288782,65288782,180106,44427888,18558969,0,0,45269997,19158829,99295,80811,45269997,19158829,133511,73606,59905,https://www.sanidad.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/pruebasRealizadas.htm,0.4486883697902977
Spain,2021-12-01,65474193,65474193,185411,44427888,18558969,0,0,45372216,19242021,102219,83192,45372216,19242021,138181,76181,62000,https://www.sanidad.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/pruebasRealizadas.htm,0.4486883697902977
Spain,2021-12-02,65664382,65664382,190189,44427888,18558969,0,0,45477069,19327357,104853,85336,45477069,19327357,144739,79796,64943,https://www.sanidad.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/pruebasRealizadas.htm,0.4486883697902977
Spain,2021-12-03,65855347,65855347,190965,44427888,18558969,0,0,45582350,19413041,105281,85684,45582350,19413041,150602,83029,67573,https://www.sanidad.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/pruebasRealizadas.htm,0.4486883697902977
