country,source
Afghanistan,fetch
Antigua and Barbuda,fetch
Cambodia,selenium
Canada,selenium
Jordan,selenium
Latvia,selenium
Madagascar,selenium
Malawi,selenium
Mali,selenium
Malta,selenium
Mauritania,selenium
Pakistan,selenium
PapuaNewGuinea,selenium
