country,date,tests_cumulative,new_tests,tests_cumulative_corrected,new_tests_corrected,source
Barbados,2021-03-10,130064,-896,130064,-896,manually
Brazil,2021-03-10,NA,NA,NA,NA,manually
Ecuador,2021-03-10,1,-983200,1,-983200,selenium
Estonia,2021-03-10,1955,-910681,1955,-910681,selenium
Finland,2021-03-10,779,-3431121,779,-3431121,selenium
