country,source
Brunei,selenium
Cyprus,selenium
Estonia,selenium
FaroeIslands,selenium
Jamaica,selenium
Japan,selenium
Latvia,selenium
Lesotho,selenium
Madagascar,selenium
Nepal,selenium
Norway,selenium
OccupiedPalestinianTerritory,selenium
RepublicofKorea,selenium
SaintLucia,selenium
UnitedArabEmirates,selenium
UnitedKingdom,selenium
US,selenium
