country,source
Afghanistan,fetch
Andorra,selenium
Angola,selenium
BurkinaFaso,selenium
Burundi,selenium
Canada,selenium
Chile,selenium
Hungary,selenium
Jordan,selenium
Latvia,selenium
Lithuania,selenium
Malta,selenium
Pakistan,selenium
PapuaNewGuinea,selenium
Qatar,selenium
SriLanka,selenium
Sudan,selenium
UnitedRepublicofTanzania,selenium
Venezuela,selenium
