country,date,tests_cumulative,new_tests,tests_cumulative_corrected,new_tests_corrected,source
Ecuador,2021-04-09,1,-1172621,1,-1172621,manually
Malta,2021-04-09,236,-823998,236,-823998,manually
Peru,2021-04-09,1294786,-8495958,1294786,-8495958,manually
