country,source
Afghanistan,fetch
Bulgaria,selenium
Cyprus,selenium
Estonia,selenium
FaroeIslands,selenium
Jamaica,selenium
Japan,selenium
Lesotho,selenium
Mali,selenium
Nepal,selenium
Norway,selenium
OccupiedPalestinianTerritory,selenium
SaintLucia,selenium
UnitedArabEmirates,selenium
UnitedKingdom,selenium
US,selenium
