country,date,tests_cumulative,new_tests,tests_cumulative_corrected,new_tests_corrected,source
Angola,2021-03-04,NA,NA,NA,NA,selenium
Barbados,2021-03-04,NA,NA,NA,NA,manually
Brazil,2021-03-04,NA,NA,NA,NA,manually
BurkinaFaso,2021-03-04,NA,NA,NA,NA,selenium
Burundi,2021-03-04,NA,NA,NA,NA,selenium
China,2021-03-04,NA,NA,NA,NA,manually
FrenchPolynesia,2021-03-04,NA,NA,NA,NA,manually
Georgia,2021-03-04,NA,NA,NA,NA,manually
Germany,2021-03-04,NA,NA,NA,NA,manually
Grenada,2021-03-04,NA,NA,NA,NA,manually
Guatemala,2021-03-04,NA,NA,NA,NA,manually
Guyana,2021-03-04,NA,NA,NA,NA,manually
HongKong,2021-03-04,NA,NA,NA,NA,manually
Kazakhstan,2021-03-04,NA,NA,NA,NA,manually
Kyrgyzstan,2021-03-04,NA,NA,NA,NA,manually
Malaysia,2021-03-04,NA,NA,NA,NA,manually
Montenegro,2021-03-04,NA,NA,NA,NA,manually
Netherlands,2021-03-04,NA,NA,NA,NA,manually
Oman,2021-03-04,NA,NA,NA,NA,manually
Pakistan,2021-03-04,NA,NA,NA,NA,manually
PapuaNewGuinea,2021-03-04,NA,NA,NA,NA,manually
RepublicofKorea,2021-03-04,NA,NA,NA,NA,manually
SaintVincentandtheGrenadines,2021-03-04,NA,NA,NA,NA,manually
Scotland,2021-03-04,NA,NA,NA,NA,manually
Seychelles,2021-03-04,NA,NA,NA,NA,selenium
Sudan,2021-03-04,NA,NA,NA,NA,selenium
Sweden,2021-03-04,NA,NA,NA,NA,manually
Tajikistan,2021-03-04,NA,NA,NA,NA,manually
UnitedRepublicofTanzania,2021-03-04,NA,NA,NA,NA,selenium
Uzbekistan,2021-03-04,NA,NA,NA,NA,manually
Venezuela,2021-03-04,NA,NA,NA,NA,manually
Vietnam,2021-03-04,NA,NA,NA,NA,manually
