country,date,tests_cumulative,new_tests,tests_cumulative_corrected,new_tests_corrected,source
Brazil,2021-03-14,NA,NA,NA,NA,manually
Jamaica,2021-03-14,222577,-9268,222577,-9268,manually
US,2021-03-14,362125287,-1699531,362125287,-1699531,manually
