country,source
Brunei,selenium
Cyprus,selenium
FaroeIslands,selenium
Jamaica,selenium
Japan,selenium
Lesotho,selenium
Nepal,selenium
Norway,selenium
OccupiedPalestinianTerritory,selenium
RepublicofKorea,selenium
SaintLucia,selenium
Singapore,selenium
UnitedArabEmirates,selenium
US,selenium
