country,source
Afghanistan,fetch
Brunei,selenium
Bulgaria,selenium
Cyprus,selenium
Estonia,selenium
FaroeIslands,selenium
Jamaica,selenium
Japan,selenium
Latvia,selenium
Lesotho,selenium
Nepal,selenium
Norway,selenium
OccupiedPalestinianTerritory,selenium
SaintLucia,selenium
UnitedArabEmirates,selenium
US,selenium
